START_DATE,Start_Date,Start_Time,END_Time,End_Date,End_Time,CATEGORY,Time_diff,Hour,START,STOP,MILES,Speed,PURPOSE
12/24/2016 12:51,12/24/2016,12:51:00 PM,12/24/2016 12:53,12/24/2016,12:53:00 PM,Business,0.001388889,0.066666667,Lahore,Lahore,1.6,24,Errand/Supplies
12/24/2016 13:08,12/24/2016,1:08:00 PM,12/24/2016 13:29,12/24/2016,1:29:00 PM,Business,0.014583333,0.7,Lahore,Lahore,3.6,5.142857143,Errand/Supplies
12/24/2016 17:12,12/24/2016,5:12:00 PM,12/24/2016 17:27,12/24/2016,5:27:00 PM,Business,0.010416667,0.5,Lahore,Lahore,1.7,3.4,Errand/Supplies
12/24/2016 19:12,12/24/2016,7:12:00 PM,12/24/2016 19:27,12/24/2016,7:27:00 PM,Business,0.010416667,0.5,Lahore,Lahore,2.9,5.8,Meal/Entertain
12/24/2016 22:04,12/24/2016,10:04:00 PM,12/24/2016 22:09,12/24/2016,10:09:00 PM,Business,0.003472222,0.166666667,Lahore,Lahore,0.6,3.6,Errand/Supplies
12/25/2016 0:10,12/25/2016,12:10:00 AM,12/25/2016 0:14,12/25/2016,12:14:00 AM,Business,0.002777778,0.133333333,Lahore,Lahore,0.6,4.5,Errand/Supplies
12/25/2016 19:15,12/25/2016,7:15:00 PM,12/25/2016 19:26,12/25/2016,7:26:00 PM,Business,0.007638889,0.366666667,Lahore,Lahore,2.3,6.272727273,Meal/Entertain
12/25/2016 21:58,12/25/2016,9:58:00 PM,12/25/2016 22:04,12/25/2016,10:04:00 PM,Business,0.004166667,0.2,Lahore,Lahore,2.3,11.5,Meal/Entertain
12/26/2016 8:30,12/26/2016,8:30:00 AM,12/26/2016 8:41,12/26/2016,8:41:00 AM,Business,0.007638889,0.366666667,Lahore,Lahore,3.2,8.727272727,Meal/Entertain
12/26/2016 9:05,12/26/2016,9:05:00 AM,12/26/2016 9:19,12/26/2016,9:19:00 AM,Business,0.009722222,0.466666667,Lahore,Lahore,6.2,13.28571429,Customer Visit
12/26/2016 10:15,12/26/2016,10:15:00 AM,12/26/2016 10:36,12/26/2016,10:36:00 AM,Business,0.014583333,0.7,Lahore,Lahore,7.7,11,Customer Visit
12/26/2016 11:29,12/26/2016,11:29:00 AM,12/26/2016 11:42,12/26/2016,11:42:00 AM,Business,0.009027778,0.433333333,Lahore,Lahore,3.8,8.769230769,Customer Visit
12/26/2016 13:09,12/26/2016,1:09:00 PM,12/26/2016 13:43,12/26/2016,1:43:00 PM,Business,0.023611111,0.733333333,Lahore,Unknown Location,7.9,10.77272727,Meeting
12/27/2016 7:02,12/27/2016,7:02:00 AM,12/27/2016 7:14,12/27/2016,7:14:00 AM,Business,0.008333333,0.4,Kar?chi,Kar?chi,4.9,12.25,Temporary Site
12/27/2016 8:37,12/27/2016,8:37:00 AM,12/27/2016 8:59,12/27/2016,8:59:00 AM,Business,0.015277778,0.733333333,Kar?chi,Kar?chi,5,6.818181818,Meal/Entertain
12/27/2016 12:53,12/27/2016,12:53:00 PM,12/27/2016 12:57,12/27/2016,12:57:00 PM,Business,0.002777778,0.133333333,Kar?chi,Kar?chi,0.6,4.5,Meal/Entertain
12/27/2016 14:49,12/27/2016,2:49:00 PM,12/27/2016 15:03,12/27/2016,3:03:00 PM,Business,0.009722222,0.466666667,Kar?chi,Unknown Location,3.1,6.642857143,Customer Visit
12/27/2016 16:34,12/27/2016,4:34:00 PM,12/27/2016 16:58,12/27/2016,4:58:00 PM,Business,0.016666667,0.4,Unknown Location,Kar?chi,7.9,19.75,Meeting
12/27/2016 19:19,12/27/2016,7:19:00 PM,12/27/2016 19:50,12/27/2016,7:50:00 PM,Business,0.021527778,0.633333333,Kar?chi,Kar?chi,5.5,8.684210526,Customer Visit
12/28/2016 8:34,12/28/2016,8:34:00 AM,12/28/2016 9:06,12/28/2016,9:06:00 AM,Business,0.022222222,0.666666667,Kar?chi,Unknown Location,10.3,15.45,Meal/Entertain
12/28/2016 11:42,12/28/2016,11:42:00 AM,12/28/2016 12:12,12/28/2016,12:12:00 PM,Business,0.020833333,0.6,Unknown Location,Kar?chi,10.4,17.33333333,Errand/Supplies
12/28/2016 13:53,12/28/2016,1:53:00 PM,12/28/2016 14:01,12/28/2016,2:01:00 PM,Business,0.005555556,0.266666667,Kar?chi,Kar?chi,2,7.5,Errand/Supplies
12/28/2016 15:04,12/28/2016,3:04:00 PM,12/28/2016 15:39,12/28/2016,3:39:00 PM,Business,0.024305556,0.766666667,Kar?chi,Unknown Location,8.5,11.08695652,Meal/Entertain
12/28/2016 17:02,12/28/2016,5:02:00 PM,12/28/2016 17:16,12/28/2016,5:16:00 PM,Business,0.009722222,0.466666667,Unknown Location,Kar?chi,4.4,9.428571429,Errand/Supplies
12/28/2016 18:33,12/28/2016,6:33:00 PM,12/28/2016 18:56,12/28/2016,6:56:00 PM,Business,0.015972222,0.766666667,Kar?chi,Kar?chi,3.8,4.956521739,Errand/Supplies
12/28/2016 22:44,12/28/2016,10:44:00 PM,12/28/2016 23:18,12/28/2016,11:18:00 PM,Business,0.023611111,0.733333333,Kar?chi,Kar?chi,5.1,6.954545455,Errand/Supplies
12/29/2016 0:49,12/29/2016,12:49:00 AM,12/29/2016 1:06,12/29/2016,1:06:00 AM,Business,0.011805556,0.566666667,Kar?chi,Kar?chi,3.8,6.705882353,Errand/Supplies
12/29/2016 9:44,12/29/2016,9:44:00 AM,12/29/2016 10:07,12/29/2016,10:07:00 AM,Business,0.015972222,0.766666667,Kar?chi,Unknown Location,11.6,15.13043478,Meal/Entertain
12/29/2016 11:28,12/29/2016,11:28:00 AM,12/29/2016 12:00,12/29/2016,12:00:00 PM,Business,0.022222222,0.666666667,Unknown Location,Kar?chi,11.9,17.85,Meal/Entertain
12/29/2016 12:25,12/29/2016,12:25:00 PM,12/29/2016 12:33,12/29/2016,12:33:00 PM,Business,0.005555556,0.266666667,Kar?chi,Kar?chi,1.4,5.25,Errand/Supplies
12/29/2016 13:17,12/29/2016,1:17:00 PM,12/29/2016 13:24,12/29/2016,1:24:00 PM,Business,0.004861111,0.233333333,Kar?chi,Kar?chi,1.1,4.714285714,Errand/Supplies
12/29/2016 13:56,12/29/2016,1:56:00 PM,12/29/2016 14:11,12/29/2016,2:11:00 PM,Business,0.010416667,0.5,Kar?chi,Kar?chi,4.1,8.2,Airport/Travel
12/29/2016 14:42,12/29/2016,2:42:00 PM,12/29/2016 14:58,12/29/2016,2:58:00 PM,Business,0.011111111,0.533333333,Kar?chi,Kar?chi,6.1,11.4375,Between Offices
12/29/2016 15:05,12/29/2016,3:05:00 PM,12/29/2016 15:16,12/29/2016,3:16:00 PM,Business,0.007638889,0.366666667,Kar?chi,Kar?chi,1.3,3.545454545,Errand/Supplies
12/29/2016 18:59,12/29/2016,6:59:00 PM,12/29/2016 19:14,12/29/2016,7:14:00 PM,Business,0.010416667,0.5,Kar?chi,Unknown Location,3,6,Meal/Entertain
12/29/2016 19:50,12/29/2016,7:50:00 PM,12/29/2016 20:10,12/29/2016,8:10:00 PM,Business,0.013888889,0.666666667,Unknown Location,Kar?chi,4.1,6.15,Customer Visit
12/29/2016 20:15,12/29/2016,8:15:00 PM,12/29/2016 20:45,12/29/2016,8:45:00 PM,Business,0.020833333,0.6,Kar?chi,Kar?chi,7.2,12,Meeting
12/29/2016 20:53,12/29/2016,8:53:00 PM,12/29/2016 21:42,12/29/2016,9:42:00 PM,Business,0.034027778,0.833333333,Kar?chi,Unknown Location,6.4,7.68,
12/29/2016 23:14,12/29/2016,11:14:00 PM,12/29/2016 23:47,12/29/2016,11:47:00 PM,Business,0.022916667,0.7,Unknown Location,Kar?chi,12.9,18.42857143,Meeting
12/30/2016 10:15,12/30/2016,10:15:00 AM,12/30/2016 10:33,12/30/2016,10:33:00 AM,Business,0.0125,0.6,Kar?chi,Kar?chi,2.8,4.666666667,Errand/Supplies
12/30/2016 11:31,12/30/2016,11:31:00 AM,12/30/2016 11:56,12/30/2016,11:56:00 AM,Business,0.017361111,0.433333333,Kar?chi,Kar?chi,2.9,6.692307692,Errand/Supplies
12/30/2016 15:41,12/30/2016,3:41:00 PM,12/30/2016 16:03,12/30/2016,4:03:00 PM,Business,0.015277778,0.733333333,Kar?chi,Kar?chi,4.6,6.272727273,Errand/Supplies
12/30/2016 16:45,12/30/2016,4:45:00 PM,12/30/2016 17:08,12/30/2016,5:08:00 PM,Business,0.015972222,0.766666667,Kar?chi,Kar?chi,4.6,6,Meeting
12/30/2016 23:06,12/30/2016,11:06:00 PM,12/30/2016 23:10,12/30/2016,11:10:00 PM,Business,0.002777778,0.133333333,Kar?chi,Kar?chi,0.8,6,Customer Visit
12/31/2016 1:07,12/31/2016,1:07:00 AM,12/31/2016 1:14,12/31/2016,1:14:00 AM,Business,0.004861111,0.233333333,Kar?chi,Kar?chi,0.7,3,Meeting
12/31/2016 13:24,12/31/2016,1:24:00 PM,12/31/2016 13:42,12/31/2016,1:42:00 PM,Business,0.0125,0.6,Kar?chi,Unknown Location,3.9,6.5,Temporary Site
12/31/2016 15:03,12/31/2016,3:03:00 PM,12/31/2016 15:38,12/31/2016,3:38:00 PM,Business,0.024305556,0.766666667,Unknown Location,Unknown Location,16.2,21.13043478,Meeting
12/31/2016 21:32,12/31/2016,9:32:00 PM,12/31/2016 21:50,12/31/2016,9:50:00 PM,Business,0.0125,0.6,Katunayake,Gampaha,6.4,10.66666667,Temporary Site
12/31/2016 22:08,12/31/2016,10:08:00 PM,12/31/2016 23:51,12/31/2016,11:51:00 PM,Business,0.071527778,0.833333333,Gampaha,Ilukwatta,48.2,57.84,Temporary Site
Totals,,,,,,,,,,,, ,
